,Date,Year,Month,Day
1703,2012-04-12,2012,04,12
1704,2012-04-13,2012,04,13
1705,2012-04-14,2012,04,14
1706,2012-04-15,2012,04,15
1707,2012-04-16,2012,04,16
1708,2012-04-17,2012,04,17
1709,2012-04-18,2012,04,18
1710,2012-04-19,2012,04,19
1711,2012-04-20,2012,04,20
1712,2012-04-21,2012,04,21
1713,2012-04-22,2012,04,22
1714,2012-04-23,2012,04,23
1715,2012-04-24,2012,04,24
1716,2012-04-25,2012,04,25
1717,2012-04-26,2012,04,26
1718,2012-04-27,2012,04,27
1719,2012-04-28,2012,04,28
1720,2012-04-29,2012,04,29
1721,2012-04-30,2012,04,30
1722,2012-05-01,2012,05,01
1723,2012-05-02,2012,05,02
1724,2012-05-03,2012,05,03
1725,2012-05-04,2012,05,04
1726,2012-05-05,2012,05,05
1727,2012-05-06,2012,05,06
1728,2012-05-07,2012,05,07
1729,2012-05-08,2012,05,08
1730,2012-05-09,2012,05,09
1731,2012-05-10,2012,05,10
1732,2012-05-11,2012,05,11
1733,2012-05-12,2012,05,12
1734,2012-05-13,2012,05,13
1735,2012-05-14,2012,05,14
1736,2012-05-15,2012,05,15
1737,2012-05-16,2012,05,16
1738,2012-05-17,2012,05,17
1739,2012-05-18,2012,05,18
1740,2012-05-19,2012,05,19
1741,2012-05-20,2012,05,20
1742,2012-05-21,2012,05,21
1743,2012-05-22,2012,05,22
1744,2012-05-23,2012,05,23
1745,2012-05-24,2012,05,24
1746,2012-05-25,2012,05,25
1747,2012-05-26,2012,05,26
1748,2012-05-27,2012,05,27
1749,2012-05-28,2012,05,28
1750,2012-05-29,2012,05,29
1751,2012-05-30,2012,05,30
1752,2012-05-31,2012,05,31
1753,2012-06-01,2012,06,01
1754,2012-06-02,2012,06,02
1755,2012-06-03,2012,06,03
1756,2012-06-04,2012,06,04
1757,2012-06-05,2012,06,05
1758,2012-06-06,2012,06,06
1759,2012-06-07,2012,06,07
1760,2012-06-08,2012,06,08
1761,2012-06-09,2012,06,09
1762,2012-06-10,2012,06,10
1763,2012-06-11,2012,06,11
1764,2012-06-12,2012,06,12
1765,2012-06-13,2012,06,13
1766,2012-06-14,2012,06,14
1767,2012-06-15,2012,06,15
1768,2012-06-16,2012,06,16
1769,2012-06-17,2012,06,17
1770,2012-06-18,2012,06,18
1771,2012-06-19,2012,06,19
1772,2012-06-20,2012,06,20
1773,2012-06-21,2012,06,21
1774,2012-06-22,2012,06,22
1775,2012-06-23,2012,06,23
1776,2012-06-24,2012,06,24
1777,2012-06-25,2012,06,25
1778,2012-06-26,2012,06,26
1779,2012-06-27,2012,06,27
1780,2012-06-28,2012,06,28
1781,2012-06-29,2012,06,29
1782,2012-06-30,2012,06,30
1783,2012-07-01,2012,07,01
1784,2012-07-02,2012,07,02
1785,2012-07-03,2012,07,03
1786,2012-07-04,2012,07,04
1787,2012-07-05,2012,07,05
1788,2012-07-06,2012,07,06
1789,2012-07-07,2012,07,07
1790,2012-07-08,2012,07,08
1791,2012-07-09,2012,07,09
1792,2012-07-10,2012,07,10
1793,2012-07-11,2012,07,11
1794,2012-07-12,2012,07,12
1795,2012-07-13,2012,07,13
1796,2012-07-14,2012,07,14
1797,2012-07-15,2012,07,15
1798,2012-07-16,2012,07,16
1799,2012-07-17,2012,07,17
1800,2012-07-18,2012,07,18
1801,2012-07-19,2012,07,19
1802,2012-07-20,2012,07,20
1803,2012-07-21,2012,07,21
1804,2012-07-22,2012,07,22
1805,2012-07-23,2012,07,23
1806,2012-07-24,2012,07,24
1807,2012-07-25,2012,07,25
1808,2012-07-26,2012,07,26
1809,2012-07-27,2012,07,27
1810,2012-07-28,2012,07,28
1811,2012-07-29,2012,07,29
1812,2012-07-30,2012,07,30
1813,2012-07-31,2012,07,31
1814,2012-08-01,2012,08,01
1815,2012-08-02,2012,08,02
1816,2012-08-03,2012,08,03
1817,2012-08-05,2012,08,05
1818,2012-08-06,2012,08,06
1819,2012-08-07,2012,08,07
1820,2012-08-08,2012,08,08
1821,2012-08-09,2012,08,09
1822,2012-08-10,2012,08,10
1823,2012-08-11,2012,08,11
1824,2012-08-12,2012,08,12
1825,2012-08-13,2012,08,13
1826,2012-08-14,2012,08,14
1827,2012-08-15,2012,08,15
1828,2012-08-16,2012,08,16
1829,2012-08-17,2012,08,17
1830,2012-08-18,2012,08,18
1831,2012-08-19,2012,08,19
1832,2012-08-20,2012,08,20
1833,2012-08-21,2012,08,21
1834,2012-08-22,2012,08,22
1835,2012-08-23,2012,08,23
1836,2012-08-24,2012,08,24
1837,2012-08-25,2012,08,25
1838,2012-08-26,2012,08,26
1839,2012-08-27,2012,08,27
1840,2012-08-28,2012,08,28
1841,2012-08-29,2012,08,29
1842,2012-08-30,2012,08,30
1843,2012-08-31,2012,08,31
1844,2012-09-01,2012,09,01
1845,2012-09-02,2012,09,02
1846,2012-09-03,2012,09,03
1847,2012-09-04,2012,09,04
1848,2012-09-05,2012,09,05
1849,2012-09-06,2012,09,06
1850,2012-09-07,2012,09,07
1851,2012-09-08,2012,09,08
1852,2012-09-09,2012,09,09
1853,2012-09-10,2012,09,10
1854,2012-09-11,2012,09,11
1855,2012-09-12,2012,09,12
1856,2012-09-13,2012,09,13
1857,2012-09-14,2012,09,14
1858,2012-09-15,2012,09,15
1859,2012-09-16,2012,09,16
1860,2012-09-17,2012,09,17
1861,2012-09-18,2012,09,18
1862,2012-09-19,2012,09,19
1863,2012-09-20,2012,09,20
1864,2012-09-22,2012,09,22
1865,2012-09-23,2012,09,23
1866,2012-09-24,2012,09,24
1867,2012-09-25,2012,09,25
1868,2012-09-26,2012,09,26
1869,2012-09-27,2012,09,27
1870,2012-09-28,2012,09,28
1871,2012-09-29,2012,09,29
1872,2012-09-30,2012,09,30
1873,2012-10-01,2012,10,01
1874,2012-10-02,2012,10,02
1875,2012-10-03,2012,10,03
1876,2012-10-04,2012,10,04
1877,2012-10-05,2012,10,05
1878,2012-10-06,2012,10,06
1879,2012-10-07,2012,10,07
1880,2012-10-09,2012,10,09
1881,2012-10-10,2012,10,10
1882,2012-10-11,2012,10,11
1883,2012-10-12,2012,10,12
1884,2012-10-14,2012,10,14
1885,2012-10-15,2012,10,15
1886,2012-10-16,2012,10,16
1887,2012-10-17,2012,10,17
1888,2012-10-18,2012,10,18
1889,2012-10-19,2012,10,19
1890,2012-10-20,2012,10,20
1891,2012-10-21,2012,10,21
1892,2012-10-22,2012,10,22
1893,2012-10-23,2012,10,23
1894,2012-10-24,2012,10,24
1895,2012-10-25,2012,10,25
1896,2012-10-26,2012,10,26
1897,2012-10-27,2012,10,27
1898,2012-10-28,2012,10,28
1899,2012-10-29,2012,10,29
1900,2012-10-30,2012,10,30
1901,2012-10-31,2012,10,31
1902,2012-11-01,2012,11,01
1903,2012-11-02,2012,11,02
1904,2012-11-03,2012,11,03
1905,2012-11-04,2012,11,04
1906,2012-11-05,2012,11,05
1907,2012-11-06,2012,11,06
1908,2012-11-07,2012,11,07
1909,2012-11-08,2012,11,08
1910,2012-11-10,2012,11,10
1911,2012-11-12,2012,11,12
1912,2012-11-14,2012,11,14
1913,2012-11-15,2012,11,15
1914,2012-11-16,2012,11,16
1915,2012-11-17,2012,11,17
1916,2012-11-18,2012,11,18
1917,2012-11-19,2012,11,19
1918,2012-11-20,2012,11,20
1919,2012-11-22,2012,11,22
1920,2012-11-23,2012,11,23
1921,2012-11-27,2012,11,27
1922,2012-11-28,2012,11,28
1923,2012-12-02,2012,12,02
1924,2012-12-03,2012,12,03
1925,2012-12-07,2012,12,07
1926,2012-12-08,2012,12,08
1927,2012-12-10,2012,12,10
1928,2012-12-11,2012,12,11
1929,2012-12-12,2012,12,12
1930,2012-12-13,2012,12,13
1931,2012-12-14,2012,12,14
1932,2012-12-15,2012,12,15
1933,2012-12-16,2012,12,16
1934,2012-12-17,2012,12,17
1935,2012-12-18,2012,12,18
1936,2012-12-20,2012,12,20
1937,2012-12-22,2012,12,22
1938,2012-12-23,2012,12,23
1939,2012-12-25,2012,12,25
1940,2012-12-26,2012,12,26
1941,2012-12-28,2012,12,28
1942,2012-12-31,2012,12,31
1943,2013-01-01,2013,01,01
1944,2013-01-02,2013,01,02
1945,2013-01-03,2013,01,03
1946,2013-01-04,2013,01,04
1947,2013-01-05,2013,01,05
1948,2013-01-06,2013,01,06
1949,2013-01-07,2013,01,07
1950,2013-01-09,2013,01,09
1951,2013-01-10,2013,01,10
1952,2013-01-11,2013,01,11
1953,2013-01-13,2013,01,13
1954,2013-01-14,2013,01,14
1955,2013-01-15,2013,01,15
1956,2013-01-16,2013,01,16
1957,2013-01-17,2013,01,17
1958,2013-01-19,2013,01,19
1959,2013-01-20,2013,01,20
1960,2013-01-21,2013,01,21
1961,2013-01-23,2013,01,23
1962,2013-01-24,2013,01,24
1963,2013-01-25,2013,01,25
1964,2013-01-26,2013,01,26
1965,2013-01-28,2013,01,28
1966,2013-01-30,2013,01,30
1967,2013-01-31,2013,01,31
1968,2013-02-03,2013,02,03
1969,2013-02-04,2013,02,04
1970,2013-02-05,2013,02,05
1971,2013-02-06,2013,02,06
1972,2013-02-07,2013,02,07
1973,2013-02-09,2013,02,09
1974,2013-02-10,2013,02,10
1975,2013-02-11,2013,02,11
1976,2013-02-12,2013,02,12
1977,2013-02-13,2013,02,13
1978,2013-02-14,2013,02,14
1979,2013-02-15,2013,02,15
1980,2013-02-16,2013,02,16
1981,2013-02-17,2013,02,17
1982,2013-02-18,2013,02,18
1983,2013-02-19,2013,02,19
1984,2013-02-20,2013,02,20
1985,2013-02-21,2013,02,21
1986,2013-02-22,2013,02,22
1987,2013-02-23,2013,02,23
1988,2013-02-24,2013,02,24
1989,2013-02-25,2013,02,25
1990,2013-02-26,2013,02,26
1991,2013-02-27,2013,02,27
1992,2013-02-28,2013,02,28
1993,2013-03-01,2013,03,01
1994,2013-03-02,2013,03,02
1995,2013-03-03,2013,03,03
1996,2013-03-04,2013,03,04
1997,2013-03-05,2013,03,05
1998,2013-03-06,2013,03,06
1999,2013-03-07,2013,03,07
2000,2013-03-08,2013,03,08
2001,2013-03-10,2013,03,10
2002,2013-03-11,2013,03,11
2003,2013-03-12,2013,03,12
2004,2013-03-13,2013,03,13
2005,2013-03-14,2013,03,14
2006,2013-03-15,2013,03,15
2007,2013-03-16,2013,03,16
2008,2013-03-17,2013,03,17
2009,2013-03-20,2013,03,20
2010,2013-03-21,2013,03,21
2011,2013-03-22,2013,03,22
2012,2013-03-23,2013,03,23
2013,2013-03-24,2013,03,24
2014,2013-03-25,2013,03,25
2015,2013-03-26,2013,03,26
2016,2013-03-27,2013,03,27
2017,2013-03-29,2013,03,29
2018,2013-03-30,2013,03,30
2019,2013-03-31,2013,03,31
2020,2013-04-01,2013,04,01
2021,2013-04-02,2013,04,02
2022,2013-04-03,2013,04,03
2023,2013-04-04,2013,04,04
2024,2013-04-05,2013,04,05
2025,2013-04-06,2013,04,06
2026,2013-04-07,2013,04,07
2027,2013-04-08,2013,04,08
2028,2013-04-09,2013,04,09
2029,2013-04-10,2013,04,10
2030,2013-04-11,2013,04,11
2031,2013-04-12,2013,04,12
2032,2013-04-13,2013,04,13
2033,2013-04-14,2013,04,14
2034,2013-04-15,2013,04,15
2035,2013-04-16,2013,04,16
2036,2013-04-17,2013,04,17
2037,2013-04-18,2013,04,18
2038,2013-04-19,2013,04,19
2039,2013-04-20,2013,04,20
2040,2013-04-21,2013,04,21
2041,2013-04-22,2013,04,22
2042,2013-04-23,2013,04,23
2043,2013-04-24,2013,04,24
2044,2013-04-25,2013,04,25
2045,2013-04-26,2013,04,26
2046,2013-04-27,2013,04,27
2047,2013-04-28,2013,04,28
2048,2013-04-29,2013,04,29
2049,2013-04-30,2013,04,30
2050,2013-05-01,2013,05,01
2051,2013-05-02,2013,05,02
2052,2013-05-03,2013,05,03
2053,2013-05-04,2013,05,04
2054,2013-05-05,2013,05,05
2055,2013-05-06,2013,05,06
2056,2013-05-07,2013,05,07
2057,2013-05-08,2013,05,08
2058,2013-05-09,2013,05,09
2059,2013-05-10,2013,05,10
2060,2013-05-11,2013,05,11
2061,2013-05-12,2013,05,12
2062,2013-05-13,2013,05,13
2063,2013-05-14,2013,05,14
2064,2013-05-15,2013,05,15
2065,2013-05-16,2013,05,16
2066,2013-05-17,2013,05,17
2067,2013-05-18,2013,05,18
2068,2013-05-19,2013,05,19
2069,2013-05-20,2013,05,20
2070,2013-05-21,2013,05,21
2071,2013-05-22,2013,05,22
2072,2013-05-23,2013,05,23
2073,2013-05-24,2013,05,24
2074,2013-05-25,2013,05,25
2075,2013-05-26,2013,05,26
2076,2013-05-27,2013,05,27
2077,2013-05-28,2013,05,28
2078,2013-05-29,2013,05,29
2079,2013-05-30,2013,05,30
2080,2013-05-31,2013,05,31
2081,2013-06-01,2013,06,01
2082,2013-06-02,2013,06,02
2083,2013-06-03,2013,06,03
2084,2013-06-04,2013,06,04
2085,2013-06-05,2013,06,05
2086,2013-06-06,2013,06,06
2087,2013-06-07,2013,06,07
2088,2013-06-08,2013,06,08
2089,2013-06-09,2013,06,09
2090,2013-06-10,2013,06,10
2091,2013-06-11,2013,06,11
2092,2013-06-12,2013,06,12
2093,2013-06-13,2013,06,13
2094,2013-06-14,2013,06,14
2095,2013-06-15,2013,06,15
2096,2013-06-16,2013,06,16
2097,2013-06-17,2013,06,17
2098,2013-06-18,2013,06,18
2099,2013-06-19,2013,06,19
2100,2013-06-20,2013,06,20
2101,2013-06-21,2013,06,21
2102,2013-06-22,2013,06,22
2103,2013-06-23,2013,06,23
2104,2013-06-24,2013,06,24
2105,2013-06-25,2013,06,25
2106,2013-06-26,2013,06,26
2107,2013-06-27,2013,06,27
2108,2013-06-28,2013,06,28
2109,2013-06-29,2013,06,29
2110,2013-06-30,2013,06,30
2111,2013-07-01,2013,07,01
2112,2013-07-02,2013,07,02
2113,2013-07-03,2013,07,03
2114,2013-07-04,2013,07,04
2115,2013-07-05,2013,07,05
2116,2013-07-06,2013,07,06
2117,2013-07-07,2013,07,07
2118,2013-07-08,2013,07,08
2119,2013-07-09,2013,07,09
2120,2013-07-10,2013,07,10
2121,2013-07-11,2013,07,11
2122,2013-07-12,2013,07,12
2123,2013-07-13,2013,07,13
2124,2013-07-14,2013,07,14
2125,2013-07-15,2013,07,15
2126,2013-07-16,2013,07,16
2127,2013-07-17,2013,07,17
2128,2013-07-18,2013,07,18
2129,2013-07-19,2013,07,19
2130,2013-07-20,2013,07,20
2131,2013-07-21,2013,07,21
2132,2013-07-22,2013,07,22
2133,2013-07-23,2013,07,23
2134,2013-07-24,2013,07,24
2135,2013-07-25,2013,07,25
2136,2013-07-26,2013,07,26
2137,2013-07-27,2013,07,27
2138,2013-07-28,2013,07,28
2139,2013-07-29,2013,07,29
2140,2013-07-30,2013,07,30
2141,2013-07-31,2013,07,31
2142,2013-08-01,2013,08,01
2143,2013-08-02,2013,08,02
2144,2013-08-03,2013,08,03
2145,2013-08-04,2013,08,04
2146,2013-08-05,2013,08,05
2147,2013-08-06,2013,08,06
2148,2013-08-07,2013,08,07
2149,2013-08-08,2013,08,08
2150,2013-08-09,2013,08,09
2151,2013-08-10,2013,08,10
2152,2013-08-11,2013,08,11
2153,2013-08-12,2013,08,12
2154,2013-08-13,2013,08,13
2155,2013-08-14,2013,08,14
2156,2013-08-15,2013,08,15
2157,2013-08-16,2013,08,16
2158,2013-08-17,2013,08,17
2159,2013-08-18,2013,08,18
2160,2013-08-19,2013,08,19
2161,2013-08-20,2013,08,20
2162,2013-08-21,2013,08,21
2163,2013-08-22,2013,08,22
2164,2013-08-24,2013,08,24
2165,2013-08-25,2013,08,25
2166,2013-08-26,2013,08,26
2167,2013-08-27,2013,08,27
2168,2013-08-28,2013,08,28
2169,2013-08-29,2013,08,29
2170,2013-08-30,2013,08,30
2171,2013-09-01,2013,09,01
2172,2013-09-02,2013,09,02
2173,2013-09-03,2013,09,03
2174,2013-09-04,2013,09,04
2175,2013-09-05,2013,09,05
2176,2013-09-06,2013,09,06
2177,2013-09-07,2013,09,07
2178,2013-09-08,2013,09,08
2179,2013-09-09,2013,09,09
2180,2013-09-10,2013,09,10
2181,2013-09-11,2013,09,11
2182,2013-09-12,2013,09,12
2183,2013-09-13,2013,09,13
2184,2013-09-14,2013,09,14
2185,2013-09-15,2013,09,15
2186,2013-09-16,2013,09,16
2187,2013-09-17,2013,09,17
2188,2013-09-18,2013,09,18
2189,2013-09-19,2013,09,19
2190,2013-09-20,2013,09,20
2191,2013-09-21,2013,09,21
2192,2013-09-22,2013,09,22
2193,2013-09-23,2013,09,23
2194,2013-09-24,2013,09,24
2195,2013-09-25,2013,09,25
2196,2013-09-26,2013,09,26
2197,2013-09-27,2013,09,27
2198,2013-09-28,2013,09,28
2199,2013-09-29,2013,09,29
2200,2013-09-30,2013,09,30
2201,2013-10-01,2013,10,01
2202,2013-10-02,2013,10,02
2203,2013-10-03,2013,10,03
2204,2013-10-04,2013,10,04
2205,2013-10-05,2013,10,05
2206,2013-10-06,2013,10,06
2207,2013-10-07,2013,10,07
2208,2013-10-08,2013,10,08
2209,2013-10-09,2013,10,09
2210,2013-10-10,2013,10,10
2211,2013-10-11,2013,10,11
2212,2013-10-12,2013,10,12
2213,2013-10-13,2013,10,13
2214,2013-10-14,2013,10,14
2215,2013-10-15,2013,10,15
2216,2013-10-16,2013,10,16
2217,2013-10-17,2013,10,17
2218,2013-10-18,2013,10,18
2219,2013-10-19,2013,10,19
2220,2013-10-20,2013,10,20
2221,2013-10-21,2013,10,21
2222,2013-10-22,2013,10,22
2223,2013-10-24,2013,10,24
2224,2013-10-25,2013,10,25
2225,2013-10-26,2013,10,26
2226,2013-10-27,2013,10,27
2227,2013-10-28,2013,10,28
2228,2013-10-29,2013,10,29
2229,2013-10-30,2013,10,30
2230,2013-10-31,2013,10,31
2231,2013-11-01,2013,11,01
2232,2013-11-02,2013,11,02
2233,2013-11-03,2013,11,03
2234,2013-11-04,2013,11,04
2235,2013-11-05,2013,11,05
2236,2013-11-06,2013,11,06
2237,2013-11-07,2013,11,07
2238,2013-11-09,2013,11,09
2239,2013-11-10,2013,11,10
2240,2013-11-11,2013,11,11
2241,2013-11-12,2013,11,12
2242,2013-11-14,2013,11,14
2243,2013-11-16,2013,11,16
2244,2013-11-17,2013,11,17
2245,2013-11-18,2013,11,18
2246,2013-11-19,2013,11,19
2247,2013-11-21,2013,11,21
2248,2013-11-23,2013,11,23
2249,2013-11-26,2013,11,26
2250,2013-11-27,2013,11,27
2251,2013-11-28,2013,11,28
2252,2013-12-01,2013,12,01
2253,2013-12-02,2013,12,02
2254,2013-12-03,2013,12,03
2255,2013-12-06,2013,12,06
2256,2013-12-07,2013,12,07
2257,2013-12-08,2013,12,08
2258,2013-12-09,2013,12,09
2259,2013-12-10,2013,12,10
2260,2013-12-11,2013,12,11
2261,2013-12-12,2013,12,12
2262,2013-12-13,2013,12,13
2263,2013-12-14,2013,12,14
2264,2013-12-15,2013,12,15
2265,2013-12-16,2013,12,16
2266,2013-12-17,2013,12,17
2267,2013-12-18,2013,12,18
2268,2013-12-19,2013,12,19
2269,2013-12-21,2013,12,21
2270,2013-12-22,2013,12,22
2271,2013-12-24,2013,12,24
2272,2013-12-28,2013,12,28
2273,2013-12-29,2013,12,29
2274,2013-12-31,2013,12,31
2275,2014-01-04,2014,01,04
2276,2014-01-05,2014,01,05
2277,2014-01-07,2014,01,07
2278,2014-01-09,2014,01,09
2279,2014-01-10,2014,01,10
2280,2014-01-11,2014,01,11
2281,2014-01-12,2014,01,12
2282,2014-01-15,2014,01,15
2283,2014-01-17,2014,01,17
2284,2014-01-19,2014,01,19
2285,2014-01-21,2014,01,21
2286,2014-01-22,2014,01,22
2287,2014-01-23,2014,01,23
2288,2014-01-24,2014,01,24
2289,2014-01-26,2014,01,26
2290,2014-01-27,2014,01,27
2291,2014-01-29,2014,01,29
2292,2014-01-30,2014,01,30
2293,2014-02-01,2014,02,01
2294,2014-02-02,2014,02,02
2295,2014-02-03,2014,02,03
2296,2014-02-04,2014,02,04
2297,2014-02-05,2014,02,05
2298,2014-02-07,2014,02,07
2299,2014-02-08,2014,02,08
2300,2014-02-09,2014,02,09
2301,2014-02-10,2014,02,10
2302,2014-02-11,2014,02,11
2303,2014-02-12,2014,02,12
2304,2014-02-14,2014,02,14
2305,2014-02-15,2014,02,15
2306,2014-02-16,2014,02,16
2307,2014-02-18,2014,02,18
2308,2014-02-19,2014,02,19
2309,2014-02-20,2014,02,20
2310,2014-02-22,2014,02,22
2311,2014-02-23,2014,02,23
2312,2014-02-24,2014,02,24
2313,2014-02-25,2014,02,25
2314,2014-02-26,2014,02,26
2315,2014-02-27,2014,02,27
2316,2014-02-28,2014,02,28
2317,2014-03-01,2014,03,01
2318,2014-03-02,2014,03,02
2319,2014-03-03,2014,03,03
2320,2014-03-04,2014,03,04
2321,2014-03-05,2014,03,05
2322,2014-03-06,2014,03,06
2323,2014-03-07,2014,03,07
2324,2014-03-08,2014,03,08
2325,2014-03-09,2014,03,09
2326,2014-03-10,2014,03,10
2327,2014-03-11,2014,03,11
2328,2014-03-12,2014,03,12
2329,2014-03-13,2014,03,13
2330,2014-03-14,2014,03,14
2331,2014-03-15,2014,03,15
2332,2014-03-16,2014,03,16
2333,2014-03-17,2014,03,17
2334,2014-03-18,2014,03,18
2335,2014-03-19,2014,03,19
2336,2014-03-20,2014,03,20
2337,2014-03-21,2014,03,21
2338,2014-03-22,2014,03,22
2339,2014-03-24,2014,03,24
2340,2014-03-25,2014,03,25
2341,2014-03-26,2014,03,26
2342,2014-03-27,2014,03,27
2343,2014-03-28,2014,03,28
2344,2014-03-29,2014,03,29
2345,2014-03-30,2014,03,30
2346,2014-03-31,2014,03,31
2347,2014-04-01,2014,04,01
2348,2014-04-02,2014,04,02
2349,2014-04-03,2014,04,03
2350,2014-04-04,2014,04,04
2351,2014-04-05,2014,04,05
2352,2014-04-06,2014,04,06
2353,2014-04-07,2014,04,07
2354,2014-04-08,2014,04,08
2355,2014-04-09,2014,04,09
2356,2014-04-10,2014,04,10
2357,2014-04-11,2014,04,11
2358,2014-04-12,2014,04,12
2359,2014-04-13,2014,04,13
2360,2014-04-14,2014,04,14
2361,2014-04-15,2014,04,15
2362,2014-04-16,2014,04,16
2363,2014-04-17,2014,04,17
2364,2014-04-18,2014,04,18
2365,2014-04-19,2014,04,19
2366,2014-04-20,2014,04,20
2367,2014-04-21,2014,04,21
2368,2014-04-22,2014,04,22
2369,2014-04-23,2014,04,23
2370,2014-04-24,2014,04,24
2371,2014-04-25,2014,04,25
2372,2014-04-26,2014,04,26
2373,2014-04-27,2014,04,27
2374,2014-04-28,2014,04,28
2375,2014-04-29,2014,04,29
2376,2014-04-30,2014,04,30
2377,2014-05-01,2014,05,01
2378,2014-05-02,2014,05,02
2379,2014-05-03,2014,05,03
2380,2014-05-04,2014,05,04
2381,2014-05-05,2014,05,05
2382,2014-05-06,2014,05,06
2383,2014-05-07,2014,05,07
2384,2014-05-08,2014,05,08
2385,2014-05-09,2014,05,09
2386,2014-05-10,2014,05,10
2387,2014-05-11,2014,05,11
2388,2014-05-12,2014,05,12
2389,2014-05-13,2014,05,13
2390,2014-05-14,2014,05,14
2391,2014-05-15,2014,05,15
2392,2014-05-16,2014,05,16
2393,2014-05-17,2014,05,17
2394,2014-05-18,2014,05,18
2395,2014-05-19,2014,05,19
2396,2014-05-20,2014,05,20
2397,2014-05-21,2014,05,21
2398,2014-05-22,2014,05,22
2399,2014-05-23,2014,05,23
2400,2014-05-24,2014,05,24
2401,2014-05-25,2014,05,25
2402,2014-05-26,2014,05,26
2403,2014-05-27,2014,05,27
2404,2014-05-28,2014,05,28
2405,2014-05-29,2014,05,29
2406,2014-05-30,2014,05,30
2407,2014-05-31,2014,05,31
2408,2014-06-01,2014,06,01
2409,2014-06-02,2014,06,02
2410,2014-06-03,2014,06,03
2411,2014-06-04,2014,06,04
2412,2014-06-05,2014,06,05
2413,2014-06-06,2014,06,06
2414,2014-06-07,2014,06,07
2415,2014-06-08,2014,06,08
2416,2014-06-09,2014,06,09
2417,2014-06-10,2014,06,10
2418,2014-06-11,2014,06,11
2419,2014-06-12,2014,06,12
2420,2014-06-13,2014,06,13
2421,2014-06-14,2014,06,14
2422,2014-06-15,2014,06,15
2423,2014-06-16,2014,06,16
2424,2014-06-17,2014,06,17
2425,2014-06-18,2014,06,18
2426,2014-06-19,2014,06,19
2427,2014-06-20,2014,06,20
2428,2014-06-21,2014,06,21
2429,2014-06-22,2014,06,22
2430,2014-06-23,2014,06,23
2431,2014-06-24,2014,06,24
2432,2014-06-25,2014,06,25
2433,2014-06-26,2014,06,26
2434,2014-06-27,2014,06,27
2435,2014-06-28,2014,06,28
2436,2014-06-29,2014,06,29
2437,2014-06-30,2014,06,30
2438,2014-07-01,2014,07,01
2439,2014-07-02,2014,07,02
2440,2014-07-03,2014,07,03
2441,2014-07-04,2014,07,04
2442,2014-07-05,2014,07,05
2443,2014-07-06,2014,07,06
2444,2014-07-07,2014,07,07
2445,2014-07-08,2014,07,08
2446,2014-07-09,2014,07,09
2447,2014-07-10,2014,07,10
2448,2014-07-11,2014,07,11
2449,2014-07-12,2014,07,12
2450,2014-07-13,2014,07,13
2451,2014-07-14,2014,07,14
2452,2014-07-15,2014,07,15
2453,2014-07-16,2014,07,16
2454,2014-07-17,2014,07,17
2455,2014-07-18,2014,07,18
2456,2014-07-19,2014,07,19
2457,2014-07-20,2014,07,20
2458,2014-07-21,2014,07,21
2459,2014-07-22,2014,07,22
2460,2014-07-23,2014,07,23
2461,2014-07-24,2014,07,24
2462,2014-07-25,2014,07,25
2463,2014-07-26,2014,07,26
2464,2014-07-27,2014,07,27
2465,2014-07-28,2014,07,28
2466,2014-07-29,2014,07,29
2467,2014-07-30,2014,07,30
2468,2014-07-31,2014,07,31
2469,2014-08-01,2014,08,01
2470,2014-08-02,2014,08,02
2471,2014-08-03,2014,08,03
2472,2014-08-04,2014,08,04
2473,2014-08-05,2014,08,05
2474,2014-08-06,2014,08,06
2475,2014-08-07,2014,08,07
2476,2014-08-08,2014,08,08
2477,2014-08-09,2014,08,09
2478,2014-08-10,2014,08,10
2479,2014-08-11,2014,08,11
2480,2014-08-12,2014,08,12
2481,2014-08-13,2014,08,13
2482,2014-08-14,2014,08,14
2483,2014-08-15,2014,08,15
2484,2014-08-16,2014,08,16
2485,2014-08-17,2014,08,17
2486,2014-08-18,2014,08,18
2487,2014-08-19,2014,08,19
2488,2014-08-20,2014,08,20
2489,2014-08-21,2014,08,21
2490,2014-08-22,2014,08,22
2491,2014-08-23,2014,08,23
2492,2014-08-24,2014,08,24
2493,2014-08-25,2014,08,25
2494,2014-08-26,2014,08,26
2495,2014-08-27,2014,08,27
2496,2014-08-28,2014,08,28
2497,2014-08-29,2014,08,29
2498,2014-08-30,2014,08,30
2499,2014-08-31,2014,08,31
2500,2014-09-02,2014,09,02
2501,2014-09-03,2014,09,03
2502,2014-09-04,2014,09,04
2503,2014-09-05,2014,09,05
2504,2014-09-06,2014,09,06
2505,2014-09-07,2014,09,07
2506,2014-09-08,2014,09,08
2507,2014-09-09,2014,09,09
2508,2014-09-10,2014,09,10
2509,2014-09-11,2014,09,11
2510,2014-09-12,2014,09,12
2511,2014-09-13,2014,09,13
2512,2014-09-14,2014,09,14
2513,2014-09-15,2014,09,15
2514,2014-09-17,2014,09,17
2515,2014-09-18,2014,09,18
2516,2014-09-19,2014,09,19
2517,2014-09-20,2014,09,20
2518,2014-09-21,2014,09,21
2519,2014-09-22,2014,09,22
2520,2014-09-23,2014,09,23
2521,2014-09-24,2014,09,24
2522,2014-09-25,2014,09,25
2523,2014-09-26,2014,09,26
2524,2014-09-27,2014,09,27
